,name,address,review_count,rating,price,categories,latitude,longitude,yelp_id,hours,name_input,address_input,city_input
138,Red Robin Gourmet Burgers and Brews,,446.0,3.0,$$,"Burgers, American (Traditional)",34.104688,34.104688,5nARThL6lKk-Rb5zlRBurQ,,RED ROBIN BURGER & SPIRITS,565 W ARROW HWY,SAN DIMAS
139,Sunland Produce,,153.0,4.0,$,"Grocery, Beer, Wine & Spirits, Butcher",34.229989,34.229989,ugdHH_ZujbAyePZbQurpvA,,SUNLAND PRODUCE MEAT MARKET,8840 GLENOAKS BLVD,SUN VALLEY
140,Kusina Filipina Los Angeles,,319.0,4.0,$$,"Filipino, Seafood",34.122148,34.122148,_JKZ9v9w_UjGfI9Ukb5IYg,,KUSINA FILIPINA,4157 EAGLE ROCK BLVD STE 1&2,LOS ANGELES
141,Royal Palace Banquet Hall,,200.0,4.5,,"Venues & Event Spaces, Caterers",34.143942,34.143942,SNOnRvF2bk4EfDu_bLBu5w,,GLENDALE ROYAL PALACE,210 S BRAND BLVD,GLENDALE
142,,,,,,,,,,,INTERN'L HOUSE OF PANCAKE,5316 LAKEWOOD BLVD,LAKEWOOD
143,,,,,,,,,,,DOLLAR DEALS,6039 N FIGUEROA ST,LOS ANGELES
144,Ombu Grill,,194.0,4.0,$$$,"Korean, Barbeque",34.06696,34.06696,XOweKt7rmomkSaBjjY17dg,,OMBU GRILL,400 S WESTERN AVE # 104,LOS ANGELES
145,,,,,,,,,,,KAREN'S DISCOUNT,10715 LA MIRADA BLVD,WHITTIER
146,,,,,,,,,,,LAS ANTILLAS MARKET PARTNERS,607 S SOTO ST,LOS ANGELES
147,Trimana,,10.0,2.0,$$,Sandwiches,34.0603179931641,34.0603179931641,TFpcQ_4lWfGW9UIlHLZ0WQ,,TRIMANA,1900 AVENUE OF THE STARS STE A100,LOS ANGELES
148,Leo's Pizza,,137.0,4.5,$$,"Pizza, Italian",34.2535838,34.2535838,xdYfYLBr__Ott1xE99T4Jg,,LEO'S PIZZA,7556 FOOTHILL BLVD,TUJUNGA
149,McDonald's,,100.0,2.0,$,"Fast Food, Burgers, Coffee & Tea",33.928759,33.928759,5neylSaGwGLvfPJKnkXn2g,,MCDONALD'S #4587,12256 PARAMOUNT BLVD,DOWNEY
150,New Noodle City,,440.0,3.5,$,"Chinese, Vietnamese, Noodles",34.0780152,34.0780152,9K-pCe7GglNh3AK_bDjS_g,,NEW NOODLE CITY,628 W VALLEY BLVD,ALHAMBRA
151,,,,,,,,,,,SOUTHERN CAL EDISON CAFE#3,2131 WALNUT GROVE AVE,ROSEMEAD
152,Go Greek Yogurt,,180.0,4.0,$,"Ice Cream & Frozen Yogurt, Desserts, Breakfast & Brunch",34.1840261,34.1840261,CIBFHEEPwU0-YqekEuxT2g,,GO GREEK YOGURT,6250 TOPANGA CANYON BLVD # 1587,WOODLAND HILLS
153,Thirty5 Degrees,,227.0,4.5,$,"Cafes, Breakfast & Brunch, American (Traditional)",33.99176,33.99176,OrAmsVf-5ELQu7gxoilMTQ,,35 DEGREES,5610 PACIFIC BLVD # 104,HUNTINGTON PARK
154,Boba Loca,,73.0,3.0,$,"Coffee & Tea, Juice Bars & Smoothies",33.8870004,33.8870004,6_HPnKWB7soGgO4xypZsgg,,BOBA LOCA,15929 PIONEER BLVD,NORWALK
155,,,,,,,,,hlbZfJWkYuxMjTye4uNuFA,,YAO'S RESTAURANT,1277 E VALLEY BLVD,ALHAMBRA
156,,,,,,,,,,,FUEL EXPRESS STATION INC.,14106 BURBANK BLVD,VAN NUYS
157,Gus Burgers,,66.0,3.5,$,Burgers,33.791408,33.791408,aGDNQfSa27DKWgqiuUk3ug,,GUS BURGERS,307 W PACIFIC COAST HWY,WILMINGTON
158,Salads 2000,,78.0,4.0,$,"American (New), Salad",33.868405,33.868405,fT4e-aTJSbhWB4-WX01iBg,,GOURMET SALADS 2005,901 W VICTORIA ST STE A-2,COMPTON
159,Moose Lodges,,3.0,4.5,,Professional Services,34.29126,34.29126,BISvj8rMyPICb1qDjOGOYg,,LOYAL ORDER OF MOOSE,12178 SAN FERNANDO RD,SYLMAR
160,Mama Tofu House,,73.0,3.5,$$,Korean,33.8735834708054,33.8735834708054,CqS5Vnjo1YmWUFPgcsaDrg,,MAMA TOFU HOUSE,1425 W ARTESIA BLVD # 17 -18A,GARDENA
161,Villa Moreliana,,13.0,5.0,$,Tacos,34.00309,34.00309,75qBBsNVSZyxVb-fHYm7Rw,,VILLA MORELIANA,4433 S ALAMEDA ST STE B33,LOS ANGELES
162,El Pollo Loco,,61.0,2.5,$,"Fast Food, Mexican",33.9697,33.9697,_rp9q6I7A1F0510dSqz4Qg,,EL POLLO LOCO,6929 EASTERN AVE,BELL GARDENS
163,Beverly Soju Time,,25.0,4.5,$$,"Korean, Pubs",34.0764236450195,34.0764236450195,LPtWU-Q-sMjqz5k-PxToNw,,BEVERLY SOJU TIME / FLOWER BAR,4451 BEVERLY BLVD,LOS ANGELES
164,Denny's,,106.0,2.0,$,"American (Traditional), Breakfast & Brunch, Diners",34.2210608865488,34.2210608865488,rA8ccH2zkhiz2zR_N8YBYw,,DENNY'S #205,15540 ROSCOE BLVD,VAN NUYS
165,,,,,,,,,,,SAGE,4130 SEPULVEDA BLVD #G,CULVER CITY
166,Landings Restaurant,,33.0,3.5,$$,"Breakfast & Brunch, Fish & Chips, Pizza",34.201882393891,34.201882393891,RAwoCad6E0bQBH8OdWnCBg,,LANDINGS RESTAURANT,7277 VALJEAN AVE,VAN NUYS
167,,,,,,,,,,,LA FAVORITA MARKET,11010 LONG BEACH BLVD,LYNWOOD
168,Panda Express,,130.0,3.0,$,"Chinese, Fast Food",34.02876,34.02876,oHFvQvDkcp8WThNlWoehaQ,,PANDA EXPRESS #877,558 N GRAND AVE,WALNUT
169,Movita Juice Bar,,288.0,4.0,$$,Juice Bars & Smoothies,33.95469,33.95469,dAw4chFkUEPwyqOSzQDjxg,,MOVITA JUICE BAR,9202 LAKEWOOD BLVD,DOWNEY
170,Izakaya Hachi,,469.0,4.5,$$,"Hot Pot, Tapas/Small Plates, Izakaya",33.8311716564515,33.8311716564515,z_80ZuoysQkrILhNCqygxQ,,HACHI RESTAURANT,1880 W CARSON ST STE #A,TORRANCE
171,WaBa Grill,,33.0,2.5,$$,"Fast Food, Asian Fusion",33.9436,33.9436,aQAlv569mDCICqy1pBU8Eg,,WABA GRILL,4181 TWEEDY BLVD 101,SOUTH GATE
172,Agua Dulce Liquor,,1.0,5.0,$$,Grocery,34.495959,34.495959,bvDhuNJqvM_nOvKBOvzghg,,AGUA DULCE GENERAL STORE,33355 AGUA DULCE CANYON RD,SANTA CLARITA
173,Jamba,,126.0,3.5,$,Juice Bars & Smoothies,34.0704138640342,34.0704138640342,577L3Meuq-QDlz0QbxqXQA,,JAMBA JUICE #767,308 WESTWOOD PLZ STE A260,LOS ANGELES
174,Stater Bros. Markets,,80.0,3.0,$$,"Grocery, Delis, Butcher",33.9159233,33.9159233,6T30zf25jK7uIZVuRnmQtA,,STATER BROS MKT #134 DELI,12800 S LA MIRADA BLVD,LA MIRADA
175,Luscious Dumplings,,607.0,4.0,$$,"Chinese, Noodles",34.13148,34.13148,o8EO-xxKB-vFbwBLr2SKsQ,,LUSCIOUS DUMPLINGS,919 W DUARTE RD,MONROVIA
176,Bistro Alessio,,211.0,4.0,$$,Italian,34.2468019048111,34.2468019048111,mDLYJ6WRBxIVHFIHT7ZNvA,,BISTRO ALESSIO,9725 RESEDA BLVD,NORTHRIDGE
177,The Claremont Club,,151.0,4.0,,"Gyms, Tennis, Swimming Pools",34.11444,34.11444,Js1Dq9LF7aAEgJM-An0fDA,,THE CLAREMONT CLUB,1777 MONTE VISTA AVE,CLAREMONT
178,Octopus Japanese Restaurant,,1030.0,3.5,$$,"Japanese, Sushi Bars",34.159145,34.159145,InESf0AKWCDp9LnlnoLMPw,,OCTOPUS JAPANESE RESTAURANT,16733 VENTURA BLVD STE 1&2,ENCINO
179,Spicy City,,277.0,3.5,$$,Szechuan,34.0782233438392,34.0782233438392,ouXOYHyeKfj7phfFZWvzHQ,,SPICY CITY,140 W VALLEY BLVD STE #208,SAN GABRIEL
180,Elias Kosher Kabob,,30.0,4.0,$$,Kosher,34.055188,34.055188,XBwqLcVJ19GRa-mFf3q2iw,,ELIAS KOSHER REST,8829 W PICO BLVD,LOS ANGELES
181,,,,,,,,,,,WAL-MART #2526,19821 RINALDI ST,PORTER RANCH
182,,,,,,,,,,,RIGO TACOS MEXICAN AUTH FOOD,1816 FIRESTONE BLVD E,LOS ANGELES
183,Paris Bakery and Cafe,,51.0,4.5,$,"Bakeries, Desserts, Mexican",34.034977,34.034977,PMcuIgE_5_zIHW08nvyRGw,,PARIS BAKERY AND CAFE,205 S MEDNIK AVE,LOS ANGELES
184,,,,,,,,,,,SODEXO AMERICA @ FARMERS,30801 AGOURA RD,AGOURA HILLS
185,June's Bar,,15.0,4.0,$,"Dive Bars, Sports Bars",33.7339668273926,33.7339668273926,45Fp_j-TRJVwzydylqlPqg,,JUNE'S BAR,1100 S PACIFIC AVE,SAN PEDRO
186,Mora's Donuts,,10.0,4.0,$,Donuts,34.237720489502,34.237720489502,R100xlpjANuAzqHPVVQ9aA,,MORA'S DONUTS,9311 SAN FERNANDO RD STE #105,SUN VALLEY
187,,,,,,,,,,,ORANGE JULIUS/DAIRY QUEEN,9301 TAMPA AVE UNIT 75,NORTHRIDGE
188,7-Eleven,,15.0,3.0,$,"Convenience Stores, Coffee & Tea",34.1936677455464,34.1936677455464,D36TjpsZ73q_lHxYO0tgFA,,7-ELEVEN 26660B,16450 VANOWEN ST,VAN NUYS
189,Villa Taco,,1.0,3.0,,Mexican,34.022435,34.022435,Lu3I0Hi7aEuP3zmxmeZxVA,,VILLA TACOS,10022 VENICE BLVD,CULVER CITY
190,Chili's,,402.0,2.5,$$,"Tex-Mex, American (Traditional), Bars",33.961156,33.961156,TUAyunblx67zhZzK6e3KgA,,CHILI'S,13580 E WHITTIER BLVD,WHITTIER
191,Domino's Pizza,,58.0,2.5,$,"Pizza, Chicken Wings, Sandwiches",33.9714546203613,33.9714546203613,j1DonjohEVrhodg2H5xIkA,,DOMINO'S PIZZA #8112,7021 ATLANTIC AVE,BELL
192,Totes Juices,,78.0,4.5,$$,Juice Bars & Smoothies,34.1479118126543,34.1479118126543,_iJYz6ConlBTmoYvBjhMlg,,TOTES JUICES,13569 VENTURA BLVD,SHERMAN OAKS
193,Green Circle Mkt,,1.0,1.0,$,Grocery,34.0616111755371,34.0616111755371,FoBhEwtOo6NjtqG4Y5JezQ,,GREEN CIRCLE MARKET,1840 W 3RD ST,LOS ANGELES
194,,,,,,,,,,,TARDINO BROTHERS ITALIAN KITCHEN,709 N AZUSA AVE,AZUSA
195,Hennessey's,,253.0,3.5,$$,Irish Pub,33.8853927292156,33.8853927292156,5MCPxLBotLLv3_mm7kSAUQ,,HENNESSEY'S TAVERN,313 MANHATTAN BEACH BLVD,MANHATTAN BEACH
196,Indus by Saffron,,208.0,3.5,$,Indian,34.0491055,34.0491055,gizq12uQ-y_lDLSehLe6Uw,,INDUS BY SAFFRON,735 S FIGUEROA ST STE #122,LOS ANGELES
197,Bridge Cafe,,3.0,3.5,,"Coffee & Tea, Bakeries, Ice Cream & Frozen Yogurt",34.1481742858887,34.1481742858887,XDJGkVPiYB6Hv1LyD1un8w,,BRIDGE BUILDING,4000 WARNER BLVD,BURBANK
198,Pomona Donut,,10.0,3.0,$,"Donuts, Coffee & Tea, Ice Cream & Frozen Yogurt",34.0623159,34.0623159,Yim4c72ZIZg_hU068pQ_MA,,POMONA DONUTS,662 FAIRPLEX DR,POMONA
199,Baskin-Robbins,,43.0,4.0,$,"Ice Cream & Frozen Yogurt, Desserts, Custom Cakes",34.169276637961,34.169276637961,Q4UC9lg9tJnjDI39WT9WEg,,BASKIN ROBBINS # 6403,5424 TOPANGA CANYON BLVD,WOODLAND HILLS
200,Circle K,,8.0,2.5,$,"Gas Stations, Convenience Stores",33.9649999576737,33.9649999576737,f0xGOfNOeQpI8b7T43gIgw,,CIRCLE K,5001 CLARA ST,CUDAHY
201,Tacos Jalisco,,63.0,3.5,$,Mexican,33.73304,33.73304,GYNEAT4dexIyx0uroy5BsA,,TACOS JALISCOS,1202 S GAFFEY ST,SAN PEDRO
202,Tak's Coffee Shop,,157.0,4.0,$,"American (Traditional), Breakfast & Brunch, Hawaiian",34.0153041,34.0153041,yonwUihvT_BpM5izzDoyMg,,TAK'S COFFEE SHOP,3870 S CRENSHAW BLVD # 101,LOS ANGELES
203,Tamarack Inn,,76.0,3.5,$$,"American (Traditional), Sports Bars",33.96949,33.96949,TvXnye2n8DU_EEFYR36eug,,TAMARACK INN,9257 SLAUSON AVE,PICO RIVERA
204,Ish Kitchen,,231.0,3.5,$$,"Asian Fusion, Seafood",34.101718,34.101718,1y-ppb6E3mY6tOpuX8Be6w,,ISH KITCHEN,5612 ROSEMEAD BLVD,TEMPLE CITY
205,,,,,,,,,,,MEMORIS OF AMERICA,5423 ROSEMEAD BLVD,SAN GABRIEL
206,,,,,,,,,,,BAMBOO BISTRO,1559 AMAR RD A,WEST COVINA
207,Food 4 Less,,56.0,2.5,$,Grocery,34.0865440368652,34.0865440368652,RCcCnf4lk9lVdJg9kc3CnQ,,FOOD 4 LESS #370 (MEAT DEPT),4910 E HUNTINGTON DR S,LOS ANGELES
208,Thai Chili House,,150.0,3.5,$,"Thai, Seafood, Noodles",34.235094,34.235094,zn7DG8WCXHpGiX1fiU3j_w,,THAI CHILLI HOUSE,18110 NORDHOFF ST # #E,NORTHRIDGE
209,,,,,,,,,,,J'S ROBINHOOD GENERAL STORE,13796 FOOTHILL BLVD STE 105,SYLMAR
210,Five Guys,,147.0,3.0,$$,"Burgers, Fast Food",33.8542868,33.8542868,X6LI8n5pz4wrvgNEMRZSXw,,FIVE GUYS BURGERS & FRIES #1459,4625 CANDLEWOOD ST,LAKEWOOD
211,Jim's Burgers,,112.0,3.5,$,"Burgers, Sandwiches, Halal",34.1833686828613,34.1833686828613,PWtVML2O8MuPR45Y7bMhdQ,,JIM'S BURGER #15,2185 N LINCOLN AVE,ALTADENA
212,Glendora Shell,,2.0,3.0,,Gas Stations,34.1284370422363,34.1284370422363,eaB0dA3mnkGhFoM96v_L5A,,GLENDORA 76 INC.,106 E ROUTE 66,GLENDORA
213,Donut Time,,23.0,4.0,$,Donuts,34.0907451510429,34.0907451510429,chyUVfxJp9GHDt_KKktOVw,,DONUT TIME,6785 SANTA MONICA BLVD,LOS ANGELES
214,Westlake Yacht Club,,7.0,4.0,,Boating,34.1386985778809,34.1386985778809,Msz8-Wqrt7cDXyc_AkaAMA,,WESTLAKE YACHT CLUB,32123 W LINDERO CANYON RD,WESTLAKE VILLAGE
215,A-1 Barbecue & Foods,,2.0,4.5,,Restaurants,34.0758438110352,34.0758438110352,7DVQAImrX_eOh3b4zxCkjQ,,A-1 BBQ AND FOOD TO GO,1485 W SUNSET BLVD,LOS ANGELES
216,House of Basturma,,84.0,4.0,$,"Middle Eastern, Meat Shops",34.1691749662427,34.1691749662427,cr3dl3K-W7mCyo0tBEgtKg,,HOUSE OF BASTURMA MEAT MKT,2487 E WASHINGTON BLVD STE B,PASADENA
217,,,,,,,,,,,SUPPLEMENTOS NUTRICIONALES,14650 PARTHENIA ST # M20,PANORAMA CITY
218,H Salt Esquire Fish & Chips,,63.0,3.0,$,Fish & Chips,33.7479231,33.7479231,0kEYsaxp4-wvr9Bi73sWow,,H SALT ESQ FISH & CHIPS,29627 S WESTERN AVE,RANCHO PALOS VERDES
219,Fishing Boat Chinese Cuisine,,50.0,4.0,$$,"Chinese, Seafood, Soup",34.1087417602539,34.1087417602539,X_94A8q39PJyRRiKJZwvZQ,,FISHING BOAT CHINESE CUISINE,516 E LIVE OAK AVE,ARCADIA
220,Daniels Discount Market,,1.0,5.0,,Shopping,34.03279,34.03279,5mpYCN54LkiXvBAfhPhTNg,,DANIEL'S DISCOUNT MARKET,5247 W ADAMS BLVD,LOS ANGELES
221,Roswood Liquors,,1.0,5.0,,"Beer, Wine & Spirits",34.222,34.222,eYFrAjg23nOScf-mDw8Xvw,,ROSWOOD LIQUOR,13767 ROSCOE BLVD,PANORAMA CITY
222,Natalie's Pastry,,31.0,4.0,$,Bakeries,34.1469549,34.1469549,1QEtpRUgtG6GzzFW1qB40w,,NATALIE'S PASTRY,471 W BROADWAY,GLENDALE
223,HK Market,,208.0,4.0,$$,"Grocery, Seafood, Fruits & Veggies",34.074117,34.074117,XtQjD5EJOLLXV8NjxNkQAQ,,HK SUPER MARKET,124 N WESTERN AVE,LOS ANGELES
224,LA Rose Cafe,,1006.0,4.5,$$,Filipino,34.095634,34.095634,cD57FLQ-v-brcFOLZ0X0cQ,,L A ROSE CAFE,4749 FOUNTAIN AVE,LOS ANGELES
225,Moana Hawaiian BBQ,,538.0,3.5,$$,"Hawaiian, Barbeque",34.1815914,34.1815914,7ByYkwgnousTJkytM7n0Fg,,MOANA HAWAIIAN BBQ,150 N SAN FERNANDO BLVD,BURBANK
226,The Donut Factory,,34.0,4.5,$,Donuts,34.2430429084953,34.2430429084953,gn-_auL4OoivUQG6pXcC6g,,THE DONUT FACTORY,9514 RESEDA BLVD STE #2,NORTHRIDGE
227,House of Joy Chinese Restaurant,,368.0,4.0,$$,Chinese,34.229808,34.229808,jlT-KChmKLibu5c7BC7D0g,,HOUSE OF JOY,3220 FOOTHILL BLVD,LA CRESCENTA
228,Glady's Donuts & Ice Cream,,5.0,4.5,$,Donuts,34.025779,34.025779,xwxwweN4XGAAy1LjaBGusQ,,GLADY'S DONUTS,830 E WASHINGTON BLVD #6,LOS ANGELES
229,Cafe Gratitude,,2114.0,4.0,$$,"Vegan, Vegetarian",34.08279,34.08279,6GTaESIP0r1oFunFqqevsw,,CAFE GRATITUDE,639 N LARCHMONT BLVD STE #102,LOS ANGELES
230,California Pizza Kitchen at Northridge,,525.0,3.0,$$,"Pizza, American (New), Salad",34.2402165214109,34.2402165214109,JYS8vmR1sLZcZclsiYG-ig,,CALIFORNIA PIZZA KITCHEN,9301 TAMPA AVE UNIT 129,NORTHRIDGE
231,Nayarit,,15.0,3.5,$$,Mexican,34.2819028347731,34.2819028347731,cnEpg3l87hicnpZjnJjnyg,,NAYARIT #2,1204 HEWITT ST,SAN FERNANDO
232,Corner Cuisine,,105.0,4.0,$$,Mediterranean,34.117489,34.117489,9FDt9PxIZdXgH38ZruZHjQ,,CORNER CUISINE MEDITERRANEAN RESTAURANT,3277 N SAN FERNANDO RD,LOS ANGELES
233,JTYH  Restaurant,,384.0,3.5,$,"Chinese, Noodles, Soup",34.0813058,34.0813058,rDEND3UxSBRVSrAMefGIeg,,JTYH  RESTAURANT,9425 VALLEY BLVD,ROSEMEAD
234,Wendy's,,55.0,2.5,$,"Burgers, Fast Food",34.44367,34.44367,KskhtFk5itWI1Iv8yrlp2g,,WENDY'S #10810,28180 NEWHALL RANCH RD,SANTA CLARITA
235,DoubleTree by Hilton Hotel Carson,,128.0,3.0,$$,Hotels,33.8323692583416,33.8323692583416,WGApiYuKBuIwS7BxsmH46g,,DOUBLETREE HOTEL RESTAURANT,2 CIVIC PLZ,CARSON
236,Cafe Nandarang,,410.0,3.5,$$,"Korean, Bars",34.0638084411621,34.0638084411621,o2Tf7rfdf5cvwYIYkYIGUg,,CAFE SEOUL NANDARANG,3815 W 6TH ST,LOS ANGELES
237,Costco Wholesale,,422.0,3.5,$$,"Wholesale Stores, Hearing Aid Providers, Pharmacy",34.131744,34.131744,zWmn8GguxzZkJYUHKwUQpA,,COSTCO WHOLESALE-#412 MEAT DEPT,1220 W FOOTHILL BLVD,AZUSA
238,Trimana,,38.0,2.5,$,"American (New), Vegetarian",34.06504,34.06504,b7wmt-DewZfpTW8vd-ODhQ,,TRIMANA,8383 WILSHIRE BLVD STE #110,BEVERLY HILLS
239,,,,,,,,,,,KIKKA,11666 NATIONAL BLVD,LOS ANGELES
240,Tacos Mexico,,44.0,3.0,$,Mexican,34.0308103,34.0308103,CUZ0VmW9zrki2U9g5hL1PA,,HERNANDEZ TACOS MEXICO,355 S ATLANTIC BLVD,LOS ANGELES
241,Costco Wholesale,,541.0,3.0,$$,Wholesale Stores,34.185412,34.185412,1cuTX9oFxCNls_SQjOdrIw,,COSTCO #677 BAKERY,1051 W BURBANK BLVD,BURBANK
242,Del Taco,,81.0,2.5,$,"Mexican, Desserts, Breakfast & Brunch",34.168891,34.168891,fG0WNRqQ6uSKfdWzfmPXRg,,DEL TACO #427,6550 SAN FERNANDO RD,GLENDALE
243,,,,,,,,,,,"BAIK,J LEE",1050 W GARVEY AVE,MONTEREY PARK
244,Lutong-Bahay,,33.0,3.0,$,Filipino,33.8884117494149,33.8884117494149,Os_p2mgqUzP6kOu7F6Rchg,,LUTONG BAHAY FILIPINO FAST F,12547 ALONDRA BLVD,NORWALK
245,Subway Restaurants,,42.0,2.0,$,Sandwiches,33.977023,33.977023,8cvvWqB_3vOu80bDs26OlQ,,SUBWAY,7201 GREENLEAF AVE STE #F,WHITTIER
246,Beach City Grill,,144.0,4.0,$$,"Cajun/Creole, Caribbean, Cuban",33.73889,33.73889,ciA8UcivFclYuTv1jOk4fQ,,BEACH CITY GRILL,376 W 6TH ST,SAN PEDRO
247,Playa Provisions,,1156.0,3.5,$$,"American (New), Cafes, Breakfast & Brunch",33.9578068176558,33.9578068176558,42xP5Wn6YuHhcV4N_4b5Cw,,PLAYA PROVISIONS,119 CULVER BLVD,LOS ANGELES
248,168 Market,,76.0,3.0,$$,"Fruits & Veggies, International Grocery, Seafood Markets",33.9906056,33.9906056,vyaeKgSTUD3Qwz_u0yRBhA,,168 MARKET #806 BAKERY,17120 COLIMA RD,HACIENDA HEIGHTS
249,Los Burritos,,134.0,3.5,$,Mexican,34.171916,34.171916,HKvzuUJNlUPGIYVhHzGNGg,,LOS BURRITOS,5568 LANKERSHIM BLVD,NORTH HOLLYWOOD
250,Joslyn Senior Center,,2.0,5.0,,Senior Centers,34.1004189,34.1004189,ov32dNSHLJ8hCd3jnd7NFQ,,JOSLYN SENIOR CITIZEN CENTER,660 N MOUNTAIN AVE,CLAREMONT
251,Donut Queen,,33.0,4.5,$,Donuts,34.1068549,34.1068549,djKEqBMN4rxMqBMvvDiPpA,,DONUT QUEEN,1431 W ARROW HWY,SAN DIMAS
252,,,,,,,,,2CgEoOr8bYRGqWw-_DHtow,,THE LOFT HAWAIIAN RESTAURANT,20157 S PIONEER BLVD,LAKEWOOD
253,Sunlife Organics,,225.0,4.0,$$,Juice Bars & Smoothies,34.1534362583411,34.1534362583411,zR4_jv83U0QPnFy4RYBNWg,,SUNLIFE ORGANICS,4799 COMMONS WAY STE E,CALABASAS
254,Jet Strip Cabaret,,52.0,3.5,$$,Adult Entertainment,33.9393,33.9393,7AMPGltlqe0cxYfIAZATCQ,,JET STRIP,10624 HAWTHORNE BLVD,INGLEWOOD
255,Antonio's Pizzeria & The Catalina Cabaret,,665.0,2.5,$$,"Pizza, Italian, Cabaret",33.344386,33.344386,eGs8Cr44WGhXKJqJYUrSMg,,ANTONIOS PIZZERIA & CABARET,230 CRESCENT AVE,AVALON
256,Quickly,,81.0,2.5,$,"Coffee & Tea, Asian Fusion, Juice Bars & Smoothies",34.0628356,34.0628356,XvdOvSDpPEogkQZqgiskPA,,QUICKLY #9,119 N LINCOLN AVE,MONTEREY PARK
257,Costco Wholesale,,417.0,3.5,$$,"Wholesale Stores, Gas Stations",33.8501070699842,33.8501070699842,fcCFBDV0Lq9c4iR-gcwH2A,,COSTCO # 1050 BAKERY,340 LAKEWOOD CENTER MALL,LAKEWOOD
258,FÜMA Nail Bar,,560.0,4.0,$$,"Waxing, Nail Salons, Eyelash Service",33.845522,33.845522,vgzYg6CmlW3ap0MaS3W0aw,,FUMA NAIL BAR,11134 DEL AMO BLVD,LAKEWOOD
259,California Burgers,,88.0,3.5,$,"Burgers, Beer, Wine & Spirits, American (Traditional)",33.995253,33.995253,pCLP7ZzIjz8srLJWD9DfnQ,,CALIFORNIA BURGERS,870 W WASHINGTON BLVD,MONTEBELLO
260,Lotte Market,,64.0,3.0,$,"Grocery, Korean",34.216178,34.216178,DWW3yNLG-PeqB0lu5Bz_Jw,,LOTTE MARKET MEAT/DELI,2135 FOOTHILL BLVD,LA CANADA FLINTRIDGE
261,El Pollito Bakery,,33.0,4.5,$,Bakeries,33.956973,33.956973,xwrZkDtUAnykeRkSJ_JPoQ,,EL POLLITO BAKERY,8209 EASTERN AVE # B,BELL GARDENS
262,El Cielito Cafe,,166.0,4.5,$,Coffee & Tea,33.96547,33.96547,bXNni9DQruvPDPv7Vg6OxQ,,EL CIELITO CAFE,8015 LONG BEACH BLVD # B,SOUTH GATE
263,Lomita Liquor,,7.0,3.5,$$,"Beer, Wine & Spirits, Convenience Stores",33.7978185,33.7978185,B8SscNJFjb3he06Ydme5Yw,,LOMITA LIQUOR,1810 LOMITA BLVD,LOMITA
264,The Riviera Tennis Club,,5.0,4.0,,Tennis,34.0518329,34.0518329,3i0FhuDMOEMCAq4O3fgqfg,,RIVIERA TENNIS CLUB,1250 CAPRI DR,PACIFIC PALISADES
265,Einstein Bros Bagels,,159.0,2.5,$,"Bagels, Coffee & Tea",34.041212,34.041212,btkCHapgD0grbL1FPk_bMA,,EINSTEIN BROS BAGELS,10759 PICO BLVD,LOS ANGELES
266,Carl's Jr,,61.0,2.5,$,"Fast Food, Burgers",34.0812137898317,34.0812137898317,bDrCzOVkoJZJhzmmJ3FG5Q,,CARLS JR,9021 VALLEY BLVD,ROSEMEAD
267,Casa Jimenez,,58.0,3.5,$$,Mexican,34.08087,34.08087,dihu27eo3Ne0YyoHIYY5BQ,,CASA JIMENEZ,13348 E RAMONA BLVD,BALDWIN PARK
268,Mapo Kkak Doo Gee Restaurant,,297.0,4.0,$$,"Korean, Comfort Food, Soup",34.0637203,34.0637203,EQ4Slz2LL8WdcbDT1ng1zQ,,MAPO RESTAURANT,3611 S 6TH ST,LOS ANGELES
269,Round Table Pizza,,122.0,3.5,$$,Pizza,33.8741883083991,33.8741883083991,fZmJm66x90lc5WVq-Ad9ig,,ROUND TABLE PIZZA,2701 PACIFIC COAST HWY,HERMOSA BEACH
270,Biryani House,,139.0,4.0,$,"Indian, Pakistani",33.895702,33.895702,HbCJQ9vmFW-H54ylHPP8VQ,,BIRYANI HOUSE,14936 S PRAIRIE AVE,HAWTHORNE
271,Salsa & Beer,,3670.0,4.0,$$,"Mexican, Beer Bar",34.201367734726,34.201367734726,ncN3HFlCunhE8ev9yU2Cew,,SALSA & BEER,11669 SHERMAN WAY,NORTH HOLLYWOOD
272,The Moment Hotel,,139.0,3.5,$$,"Hotels, Bars",34.0977950874632,34.0977950874632,CfwSkrc_BeL0vbeooL7GNw,,MOMENT HOTEL,7370 SUNSET BLVD,LOS ANGELES
273,El Mero Mero,,41.0,4.0,$,Mexican,34.25851,34.25851,0j-7_bHjM-4AlNLsIAt5Fw,,EL MERO MERO,13757 VAN NUYS BLVD,PACOIMA
274,Panda Express,,25.0,2.0,$,"Chinese, Fast Food",34.144863,34.144863,cMr4DI45PftY80INpxfDNw,,PANDA EXPRESS #118,1134 GLENDALE GALLERIA # #4,GLENDALE
275,Gen Korean BBQ House,,3583.0,4.0,$$,"Korean, Barbeque, Asian Fusion",34.094548,34.094548,fcSXR06RbFfQ_12BJLgL5g,,GEN KOREAN BBQ,68 W MAIN ST,ALHAMBRA
276,Starbucks,,73.0,3.0,$,Coffee & Tea,34.1164775,34.1164775,sJ-78DoiZPngg53vMrKg_Q,,STARBUCKS #10940,3111 GLENDALE BLVD,LOS ANGELES
